,Player,Country,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills
1073,Santha,TR,8,37.5%,3.0,0.8,3.4,9.5,1.0,253,76.4%,8.7,192,1.91,0.86,0.17,0.2,-534,-19,-138,37.5%,12.5%,0,-
1074,Saulius,LT,2,50%,4.2,6.0,2.5,4.5,10.0,461,69.1%,32.5,830,1.25,0.46,0.23,0.05,-242,4,-97,0%,0%,0,-
1075,Savero,CZ,14,35.7%,2.5,3.4,3.3,4.6,5.8,339,72.4%,14.6,356,1.07,0.24,0.24,0.17,107,-0,-18,28.6%,0%,0,2
1076,Sawyor,CZ,30,56.7%,3.8,2.5,3.0,8.7,5.4,342,69.4%,11.7,281,1.15,0.26,0.25,0.24,-39,-5,-211,23.3%,10%,0,1
1077,Scarface,DE,28,60.7%,3.9,3.0,2.3,5.9,7.8,394,48.6%,19.4,498,0.91,0.39,0.13,0.15,288,3,193,14.3%,3.6%,0,13
1078,Scarlet,AT,26,76.9%,4.2,5.8,3.0,7.1,8.7,452,65.2%,33.0,894,0.93,0.38,0.18,0.07,315,4,23,19.2%,3.8%,0,16
1079,ScaryJerry,US,37,64.9%,6.2,5.2,1.8,5.9,8.8,453,66.1%,24.8,657,1.16,0.43,0.29,0.13,775,11,594,37.8%,0%,0,4
1080,Scofield,TR,14,50%,2.7,2.2,3.4,6.7,5.3,324,56.3%,11.6,269,1.17,0.3,0.21,0.29,-145,-7,-283,28.6%,21.4%,0,1
1081,Scorth,TR,14,28.6%,3.1,4.6,3.1,4.8,8.1,414,69.3%,26.7,578,1.13,0.43,0.28,0.13,112,-6,200,14.3%,0%,0,1
1082,Scout,KR,50,52%,4.1,3.5,2.2,5.4,8.9,417,72.3%,26.7,581,-,-,-,-,-,-,-,-,-,-,-
1083,Scuro,BR,22,72.7%,5.5,5.0,2.0,6.2,8.1,426,68.5%,25.1,585,1.23,0.5,0.28,0.2,246,1,29,22.7%,9.1%,2,3
1084,Scxtt,KR,25,72%,3.6,0.9,3.4,11.5,1.5,280,73.3%,9.6,247,2.87,1.42,0.33,0.31,110,-2,64,16%,12%,0,-
1085,SeTab,KR,38,23.7%,2.2,2.4,3.0,4.1,8.8,395,68.2%,25.7,570,1.14,0.41,0.29,0.19,-133,-2,-156,15.8%,18.4%,0,7
1086,Seal,NL,26,73.1%,5.5,1.4,2.8,14.0,1.1,281,77.6%,10.1,283,3.57,1.77,0.41,0.4,166,-4,52,42.3%,3.8%,0,1
1087,Seaz,AT,32,56.3%,4.3,1.0,3.1,12.2,1.2,262,80.9%,7.3,183,3.29,1.7,0.38,0.4,75,0,36,31.3%,12.5%,0,1
1088,Sebekx,PL,21,66.7%,5.0,4.1,2.1,6.4,8.7,424,71.4%,27.5,641,1.22,0.43,0.21,0.12,416,6,127,14.3%,14.3%,0,3
1089,Secrett,PL,32,53.1%,2.9,3.8,3.1,5.4,8.6,409,58.4%,25.3,568,0.91,0.32,0.21,0.09,130,10,144,12.5%,12.5%,0,16
1090,Seelame,FR,25,60%,4.3,6.3,3.4,8.5,7.0,417,64.9%,25.2,759,1.4,0.64,0.23,0.22,-138,-15,-39,32%,16%,0,3
1091,Seize,KR,26,42.3%,3.5,2.3,3.0,8.0,5.1,314,74.6%,12.1,262,1.51,0.37,0.41,0.33,147,-3,-66,46.2%,7.7%,0,-
1092,Selenex,ES,17,47.1%,3.9,2.5,2.1,5.6,7.3,365,54.3%,20.2,505,1.1,0.41,0.15,0.15,131,0,-42,23.5%,0%,0,8
1093,Selfmade,PL,24,54.2%,2.6,2.1,3.9,7.9,5.8,337,75.6%,12.7,285,1.31,0.31,0.33,0.21,275,4,146,45.8%,8.3%,0,-
1094,Sencux,DK,18,27.8%,3.4,3.4,2.6,5.2,8.7,401,61.6%,27.9,627,1.01,0.39,0.18,0.13,177,5,330,0%,0%,0,7
1095,Seneca,SE,18,50%,2.9,0.3,3.4,9.7,1.0,241,68.6%,6.2,145,3.4,1.8,0.37,0.49,-146,-7,-392,22.2%,0%,0,-
1096,Sentio,SI,2,0%,1.9,3.5,5.5,7.0,5.2,326,89.5%,13.4,332,1.11,0.17,0.34,0.09,334,8,566,0%,100%,0,-
1097,Septico1,RO,28,75%,4.0,4.9,2.5,4.9,8.7,445,54.4%,25.0,673,0.82,0.3,0.14,0.04,702,17,442,14.3%,7.1%,0,26
1098,Serin,TR,28,60.7%,7.8,4.9,1.6,8.0,8.9,436,69.5%,30.9,810,1.12,0.45,0.15,0.2,61,-4,74,10.7%,0%,0,8
1099,Sertuss,DE,10,60%,4.6,5.7,3.0,8.0,8.5,434,73.1%,27.1,711,1.51,0.66,0.32,0.24,276,-1,14,10%,10%,0,5
1100,Shadow,AR,39,53.8%,3.7,1.0,3.2,10.9,1.6,275,70.7%,9.3,230,3.09,1.56,0.37,0.36,-11,0,141,17.9%,12.8%,0,2
1101,Shakur,DE,10,70%,3.8,5.0,3.0,6.4,8.4,440,65.7%,30.3,699,0.94,0.38,0.21,0.08,-409,0,52,40%,0%,0,3
1102,Shanks,CN,44,43.2%,3.9,4.0,2.6,6.1,9.0,417,76.2%,30.0,717,-,-,-,-,-,-,-,-,-,-,-
1103,Shaoye,CN,29,41.4%,2.9,3.8,3.0,5.2,8.5,417,68.6%,26.8,618,-,-,-,-,-,-,-,-,-,-,-
1104,Sharvel,KR,59,62.7%,4.7,2.3,2.2,8.2,5.5,327,72.8%,12.1,279,1.51,0.38,0.37,0.28,-33,-1,-51,27.1%,6.8%,0,5
1105,ShawiKatami,TR,14,42.9%,3.4,1.9,3.9,11.4,1.1,273,77%,10.7,275,3.72,1.83,0.5,0.42,-32,-6,-9,35.7%,14.3%,0,1
1106,Shaynise,,2,0%,1.3,8.0,7.5,2.0,7.2,429,52.6%,34.1,1042,0.72,0.39,0.06,0.1,1058,22,957,50%,50%,0,9
1107,ShazQ,PL,22,59.1%,4.2,2.3,2.4,7.6,5.5,325,74.8%,12.3,285,1.38,0.36,0.27,0.25,17,-3,-23,40.9%,9.1%,0,1
1108,Sheiden,PH,35,77.1%,4.6,4.1,2.9,9.3,6.1,368,67.9%,13.8,362,1.35,0.35,0.28,0.28,182,-1,116,37.1%,14.3%,0,4
1109,Shelfmade,DE,23,56.5%,2.6,3.6,3.3,5.1,7.6,397,48.2%,22.9,541,0.88,0.3,0.13,0.1,-480,-13,-203,13%,17.4%,0,26
1110,ShengBai,TW,22,22.7%,2.9,3.6,3.1,5.4,8.8,409,70%,30.8,684,1.07,0.32,0.3,0.14,108,4,36,4.5%,13.6%,0,8
1111,Sheo,FR,44,56.8%,4.8,2.4,2.1,7.5,5.9,349,69.6%,14.8,309,1.35,0.27,0.31,0.19,-11,-1,-50,47.7%,6.8%,0,7
1112,Shernfire,AU,27,66.7%,3.4,3.6,3.6,8.6,6.3,378,64.4%,19.0,559,1.51,0.36,0.32,0.28,327,11,442,44.4%,11.1%,0,5
1113,ShiauC,TW,7,14.3%,2.0,1.0,5.1,9.4,1.7,249,74.7%,6.6,134,-,-,-,-,-,-,-,-,-,-,-
1114,Shift,PL,14,21.4%,1.5,3.1,5.6,5.1,5.2,327,71.8%,15.8,334,0.97,0.22,0.2,0.22,-414,-9,-358,14.3%,35.7%,0,3
1115,Shiganari,LV,28,60.7%,4.1,4.9,2.8,6.6,8.2,427,65.6%,25.7,656,1.35,0.52,0.3,0.15,66,1,-26,42.9%,17.9%,0,4
1116,Shikari,GB,26,76.9%,4.7,3.7,2.0,5.8,7.6,400,47.2%,19.2,512,1.12,0.48,0.12,0.17,-139,-3,49,15.4%,7.7%,1,8
1117,Shinki,AU,10,30%,2.5,0.2,3.9,9.6,1.1,243,70.3%,8.0,188,2.69,1.42,0.22,0.28,-128,-2,244,0%,0%,0,-
1118,Shlatan,PL,28,60.7%,4.0,3.6,3.2,9.0,5.5,359,71%,13.3,344,1.37,0.49,0.2,0.36,221,2,202,53.6%,7.1%,0,2
1119,Shogun,VN,35,57.1%,3.3,5.2,3.2,5.5,9.5,454,64.8%,28.8,744,1.57,0.67,0.39,0.18,8,7,253,25.7%,5.7%,2,4
1120,Shoto,FR,11,18.2%,2.2,4.3,4.2,5.1,7.4,381,65.4%,26.8,665,0.89,0.28,0.25,0.08,-1166,-16,-728,36.4%,0%,0,2
1121,Shourdy,PT,17,47.1%,1.7,3.0,4.1,4.0,8.3,403,51%,26.0,581,0.92,0.36,0.17,0.04,265,7,156,35.3%,17.6%,0,17
1122,ShowMaker,KR,55,47.3%,3.9,3.4,2.2,5.1,8.6,407,68.7%,28.3,620,1.31,0.49,0.29,0.23,-23,-1,61,27.3%,7.3%,2,12
1123,Showfaker,TR,6,50%,4.2,2.8,2.2,6.2,7.9,385,56.8%,25.0,565,1.41,0.52,0.16,0.17,-638,-12,-256,16.7%,0%,0,2
1124,Shrio,DE,18,11.1%,1.8,3.0,3.6,3.5,8.3,387,61%,27.5,584,0.63,0.27,0.13,0.1,-161,-3,12,11.1%,11.1%,0,9
1125,Shunn,TW,32,65.6%,5.2,4.9,1.8,4.8,8.6,450,71.5%,28.2,659,1.9,0.82,0.44,0.22,401,-1,-22,21.9%,3.1%,1,-
1126,Shy Carry,RS,23,47.8%,4.3,5.2,2.6,5.7,8.1,414,70.5%,26.9,672,1.01,0.35,0.28,0.07,102,-1,-191,21.7%,26.1%,1,-
1127,Siler,ES,12,16.7%,2.4,1.9,2.3,3.7,8.9,381,59.6%,25.5,486,1.19,0.41,0.21,0.12,-188,-7,-48,25%,8.3%,0,-
1128,Simpli,FI,22,45.5%,3.9,3.4,2.5,6.2,9.2,427,67.8%,28.3,677,1.08,0.41,0.23,0.14,-246,-3,-101,22.7%,22.7%,0,5
1129,Simpy,ES,13,38.5%,3.6,0.8,2.8,9.4,1.2,253,66.1%,6.1,126,3.24,1.49,0.44,0.4,269,6,347,30.8%,23.1%,0,-
1130,Sirinox,CZ,14,28.6%,3.9,3.9,2.9,7.4,7.9,400,72.2%,26.5,697,1.18,0.49,0.22,0.12,-364,-3,-174,28.6%,14.3%,0,1
1131,Siwoo,KR,59,62.7%,3.2,2.9,2.5,5.1,8.5,400,53.2%,23.4,542,1.08,0.38,0.19,0.15,160,6,148,16.9%,6.8%,1,43
1132,Six10,SE,21,42.9%,2.6,2.4,2.9,5.1,9.1,407,59.1%,24.3,536,1.3,0.46,0.32,0.22,8,5,-47,14.3%,19%,0,2
1133,SkB,BR,21,42.9%,2.7,3.7,3.0,4.5,8.4,427,55.5%,24.7,608,1.06,0.45,0.13,0.15,485,0,162,19%,4.8%,0,9
1134,Skeanz,FR,26,61.5%,5.0,3.2,2.7,10.2,5.7,353,77.5%,15.2,351,1.33,0.34,0.26,0.33,473,8,419,26.9%,7.7%,0,4
1135,SkewMond,FR,25,76%,6.6,2.6,1.8,9.5,5.6,340,70.9%,12.9,335,1.49,0.31,0.32,0.28,89,4,138,52%,4%,0,1
1136,Skude,DK,22,59.1%,3.7,2.2,3.1,9.3,5.4,337,74.9%,12.6,333,1.1,0.27,0.21,0.18,-166,-6,-78,27.3%,27.3%,0,2
1137,Slayer,KR,42,16.7%,1.9,3.7,3.5,3.1,9.1,411,62.7%,31.3,714,1.03,0.37,0.32,0.01,-372,-1,-127,23.8%,11.9%,0,7
1138,Slice,SE,13,15.4%,1.7,2.6,4.5,4.8,5.9,332,84.3%,16.9,358,1.48,0.44,0.32,0.24,-114,1,-76,30.8%,38.5%,0,-
1139,Sloth,KR,18,50%,3.4,0.9,3.3,10.4,2.8,285,65.8%,8.2,207,2.75,1.36,0.37,0.43,275,28,473,22.2%,5.6%,0,1
1140,SlowQ,KR,23,73.9%,5.9,3.8,1.9,7.4,9.0,434,69.6%,30.1,716,1.36,0.57,0.24,0.25,426,10,260,21.7%,13%,0,9
1141,Slowz,VN,25,40%,3.1,4.2,3.0,5.1,8.9,434,68.9%,25.3,557,1.24,0.4,0.37,0.16,-74,-4,147,16%,12%,0,4
1142,Slyv3r,NL,17,52.9%,3.8,3.6,2.6,6.4,7.7,396,66%,22.9,586,1.04,0.45,0.15,0.14,-102,-2,26,11.8%,11.8%,0,1
1143,Smart,UA,2,0%,0.6,0.5,5.0,2.5,7.0,293,31.4%,19.9,340,0.86,0.37,0.16,0.1,-1140,-17,-468,0%,0%,0,1
1144,Smarty,CZ,14,35.7%,2.3,0.6,3.5,7.6,1.6,246,72.8%,7.4,175,3.13,1.57,0.39,0.33,20,-2,-306,14.3%,7.1%,0,1
1145,Smash,KR,47,42.6%,3.6,3.3,2.3,5.2,8.9,417,64.8%,26.2,533,1.5,0.64,0.39,0.19,45,-2,-285,36.2%,4.3%,0,3
1146,Smurfe,NO,14,42.9%,2.8,2.5,2.9,5.6,7.8,380,45.3%,17.5,453,1.12,0.38,0.21,0.15,-310,-2,-284,14.3%,14.3%,0,2
1147,Sn1lle,SE,26,73.1%,5.2,2.5,2.9,12.6,5.2,350,75.9%,14.6,397,1.37,0.27,0.28,0.22,37,-1,40,42.3%,7.7%,0,1
1148,Snaker,AR,37,86.5%,7.2,5.9,1.8,7.1,8.6,464,71.9%,26.0,674,1.45,0.57,0.34,0.22,492,2,182,27%,8.1%,2,4
1149,Sniper,US,26,53.8%,2.3,3.4,3.6,5.0,8.1,396,52.7%,21.4,545,0.88,0.36,0.14,0.17,-106,-4,-44,23.1%,15.4%,0,15
1150,SoCool,TW,5,40%,2.3,1.6,4.8,9.6,4.4,295,82.2%,10.4,240,1.32,0.34,0.35,0.27,-461,-12,-373,20%,0%,0,-
1151,SofM,VN,10,60%,5.8,1.6,2.2,11.1,1.5,278,69.9%,15.9,440,4.18,2.39,0.68,0.57,-237,-23,-583,20%,20%,0,3
1152,Sold1er,FR,13,30.8%,2.9,4.9,3.6,5.4,8.3,410,66.9%,24.4,567,0.66,0.24,0.17,0,-420,3,-250,23.1%,0%,0,9
1153,Solded,,2,0%,0.7,0.0,5.5,4.0,4.7,268,48.5%,9.6,176,0.77,0.25,0.08,0.22,-1066,-30,-1259,0%,50%,0,-
1154,SolidSnake,PE,28,17.9%,1.8,1.1,3.1,4.5,5.2,297,63.7%,9.5,194,1.38,0.38,0.37,0.34,-52,1,-157,21.4%,10.7%,0,3
1155,Solokill,HK,11,0%,1.9,2.1,3.1,3.7,7.5,346,55.8%,20.6,461,-,-,-,-,-,-,-,-,-,-,-
1156,Soraaa,VN,29,41.4%,3.6,0.7,3.3,11.2,1.0,255,74.7%,7.1,174,3.58,2.02,0.45,0.58,-92,-10,-187,31%,20.7%,0,-
1157,Sorn,VN,28,39.3%,2.7,2.0,4.0,8.8,5.8,338,75.5%,15.0,373,1.73,0.57,0.42,0.45,-108,1,26,35.7%,10.7%,0,1
1158,Sotsy,FR,22,68.2%,4.0,2.5,2.4,7.0,7.6,384,64.3%,20.7,522,1.06,0.4,0.16,0.17,36,0,146,18.2%,4.5%,0,5
1159,Sounda,KR,53,56.6%,2.6,1.7,3.2,6.6,5.3,318,65.7%,10.4,245,1.82,0.48,0.48,0.42,-79,-6,-173,39.6%,11.3%,0,1
1160,Soweto,BR,18,33.3%,2.2,2.1,4.4,7.7,5.4,326,75.2%,13.3,294,1.41,0.37,0.35,0.31,95,1,16,27.8%,5.6%,0,5
1161,Sparda,VN,34,52.9%,2.4,3.1,3.4,5.1,8.1,402,51.5%,22.7,517,1.15,0.5,0.15,0.19,-34,-4,-89,11.8%,11.8%,0,17
1162,Sparz,TR,23,56.5%,3.4,1.1,3.6,10.8,1.2,260,73.6%,7.6,166,3.21,1.79,0.37,0.43,-136,-0,142,39.1%,8.7%,0,2
1163,Spawn,CA,34,41.2%,5.6,4.2,1.8,5.7,8.1,406,65.1%,24.3,590,1.32,0.59,0.29,0.19,-109,-10,-52,20.6%,2.9%,0,3
1164,Special,NL,18,38.9%,2.2,2.9,3.9,5.6,8.5,393,61.3%,26.3,617,1.24,0.44,0.26,0.18,-224,-0,-157,5.6%,22.2%,0,5
1165,SpeedoBear,RS,4,75%,8.2,1.3,1.5,11.0,1.3,273,76.5%,10.9,308,3.32,1.42,0.38,0.23,-184,-41,-450,75%,0%,0,-
1166,Spirax,CA,37,64.9%,4.2,4.4,2.7,7.0,8.7,432,67.8%,27.6,730,1.08,0.37,0.24,0.16,221,4,186,21.6%,16.2%,0,14
1167,Sponge,KR,43,25.6%,1.8,1.3,3.4,4.7,5.3,301,71.6%,12.7,260,1.51,0.43,0.37,0.35,-66,0,-81,32.6%,9.3%,0,1
1168,Spooder,SE,31,54.8%,4.3,3.0,2.5,7.6,7.5,379,59.4%,22.0,557,0.93,0.37,0.16,0.21,54,3,96,19.4%,6.5%,0,8
1169,Spooky,BG,32,75%,5.6,2.6,2.2,9.4,5.8,359,76%,14.7,367,1.51,0.37,0.33,0.25,352,6,327,37.5%,9.4%,0,6
1170,Spot,VN,20,0%,1.3,2.1,5.5,5.0,5.5,318,66%,14.7,286,1.38,0.37,0.34,0.29,-20,-2,-102,45%,15%,0,2
1171,Srtty,AU,35,77.1%,4.2,4.1,2.4,6.0,7.9,409,52.4%,23.2,622,0.91,0.32,0.15,0.1,381,6,50,5.7%,2.9%,0,22
1172,Ssol,KR,20,35%,3.4,3.3,2.6,5.4,7.5,407,72.2%,29.7,664,1.77,0.63,0.52,0.14,-468,-26,-355,25%,10%,0,1
1173,Stanpelly,FR,22,50%,3.5,2.6,3.0,8.0,5.6,340,63.8%,12.3,296,1.4,0.35,0.29,0.26,78,2,170,40.9%,4.5%,0,3
1174,StarScreen,TR,19,47.4%,2.7,2.4,2.9,5.5,8.0,388,53.1%,23.5,485,0.98,0.36,0.21,0.2,-332,-8,-308,10.5%,10.5%,0,3
1175,Starry,CN,7,42.9%,3.6,4.7,2.7,5.1,9.7,437,79.7%,32.0,763,-,-,-,-,-,-,-,-,-,-,-
1176,Stay,CN,25,56%,3.4,3.2,2.4,4.7,8.7,423,65.3%,27.3,684,-,-,-,-,-,-,-,-,-,-,-
1177,Steal,KR,39,74.4%,3.8,2.5,2.9,8.5,5.2,338,72.2%,12.8,324,1.64,0.49,0.39,0.41,-175,-6,-203,38.5%,10.3%,0,2
1178,Steeelback,FR,18,38.9%,3.0,0.5,3.2,9.3,1.5,244,74.5%,6.7,147,3.05,1.7,0.32,0.46,52,11,136,27.8%,11.1%,0,1
1179,Stefan,RS,18,50%,4.9,3.8,2.4,8.2,6.4,373,70.7%,16.1,414,1.38,0.26,0.38,0.15,261,3,147,27.8%,5.6%,0,3
1180,Stend,FR,24,54.2%,4.8,1.1,2.2,9.5,1.2,264,78.4%,9.1,212,3.52,1.74,0.48,0.4,76,-8,295,41.7%,25%,0,-
1181,Sthe,BR,15,0%,1.0,0.6,4.7,3.9,1.3,227,66.2%,8.0,154,2.45,1.35,0.27,0.39,-681,-28,-719,20%,20%,0,-
1182,StineR,BR,26,30.8%,2.9,1.7,3.3,8.0,5.0,304,77.6%,12.4,288,1.61,0.43,0.38,0.38,-233,-4,-140,30.8%,3.8%,0,4
1183,Sting,BR,18,38.9%,2.6,2.2,3.1,6.0,5.7,331,68.7%,14.4,306,1.48,0.35,0.43,0.25,-29,3,90,33.3%,11.1%,0,-
1184,Stomaged,TR,5,20%,1.5,0.2,4.8,6.8,4.6,276,75.6%,11.3,206,1.18,0.26,0.32,0.23,-877,-13,-507,40%,0%,0,-
1185,Stoneses,BR,21,47.6%,3.4,0.9,3.1,9.8,1.9,257,72.1%,7.0,179,2.83,1.54,0.33,0.51,141,10,147,14.3%,9.5%,0,1
1186,Stookbeer,NL,17,52.9%,2.7,1.6,4.1,9.4,1.4,282,70.6%,12.4,315,3.28,1.54,0.5,0.37,209,4,95,11.8%,17.6%,0,-
1187,Stormax,FR,28,64.3%,5.1,3.1,2.5,9.7,5.7,363,70.2%,15.1,405,1.31,0.32,0.29,0.25,159,1,66,39.3%,14.3%,0,8
1188,Strode,CZ,32,75%,5.8,6.1,1.9,5.2,9.1,472,71%,28.8,718,1.07,0.37,0.25,0.09,982,11,392,43.8%,6.3%,0,9
1189,Sty1e,VN,28,39.3%,3.3,4.3,3.3,6.4,7.4,406,74.2%,28.7,724,2,0.76,0.51,0.2,-292,-19,-281,32.1%,14.3%,0,2
1190,Styx,AU,6,83.3%,5.5,3.7,2.0,7.3,8.3,406,62.8%,22.7,544,0.96,0.31,0.21,0.12,108,-4,285,0%,16.7%,0,2
1191,Subbex,SI,28,75%,6.1,5.1,2.0,7.2,8.4,435,67%,22.8,610,1.13,0.38,0.3,0.07,118,2,-9,21.4%,3.6%,0,6
1192,Summit,KR,41,70.7%,3.2,3.5,3.0,5.9,8.6,430,59.1%,29.0,782,1.27,0.38,0.28,0.19,702,15,579,22%,2.4%,0,23
1193,Supa,ES,45,48.9%,4.0,4.9,2.7,5.8,8.6,433,71.1%,28.7,683,1.11,0.37,0.33,0.07,284,-3,-34,35.6%,4.4%,2,5
1194,SuperCleber,BR,26,42.3%,3.3,3.5,2.7,5.3,8.3,399,61.2%,23.4,495,1.01,0.44,0.15,0.24,223,6,318,30.8%,7.7%,1,7
1195,SuperSaiyan,PT,10,20%,2.2,5.2,4.2,4.0,7.3,406,73.5%,28.8,642,0.79,0.28,0.22,0.01,101,-5,-222,20%,20%,0,1
1196,Sven,DE,25,76%,4.2,3.9,2.0,4.7,8.6,428,53%,26.5,678,0.74,0.26,0.1,0.08,856,19,872,20%,4%,0,34
1197,Sw3ry,CZ,14,28.6%,2.6,0.6,3.3,8.0,1.1,238,77.5%,7.5,150,2.94,1.46,0.35,0.33,-243,2,-150,21.4%,14.3%,0,2
1198,Swip3rR,AU,26,57.7%,3.2,1.5,3.6,10.1,5.1,319,70.4%,10.5,256,1.18,0.26,0.25,0.25,-401,-10,-433,42.3%,15.4%,0,1
1199,SwordArt,TW,32,65.6%,5.3,0.4,2.0,10.2,1.7,267,78%,9.0,211,3.29,1.84,0.38,0.42,54,-1,9,25%,9.4%,0,-
1200,Sworm,TR,19,68.4%,4.3,0.7,2.7,11.2,1.2,264,70.6%,6.8,165,3.31,1.82,0.32,0.5,-94,-5,-296,47.4%,0%,0,-
1201,Sylvie,KR,44,31.8%,2.3,1.5,3.0,5.5,5.3,308,73.6%,12.2,260,1.7,0.45,0.43,0.42,-133,-8,-169,38.6%,6.8%,0,3
1202,Syzyf,PL,22,59.1%,4.7,3.0,1.8,5.4,8.4,393,64.8%,24.4,571,1.14,0.46,0.2,0.18,-234,-9,-205,18.2%,4.5%,0,5
1203,Syzyfek,PL,31,54.8%,3.9,5.3,3.3,7.4,8.6,438,75.7%,28.8,724,1.18,0.4,0.33,0.16,-114,1,8,29%,12.9%,0,5
1204,Szygenda,DK,9,22.2%,1.8,1.8,2.6,2.8,8.6,376,59%,27.3,519,1.09,0.45,0.15,0.12,28,7,63,0%,11.1%,0,-
1205,T1en,CN,3,33.3%,2.3,2.0,2.7,4.0,7.4,388,49%,30.1,533,-,-,-,-,-,-,-,-,-,-,-
1206,TENG,CN,3,0%,0.9,0.3,7.0,5.7,1.2,222,68.7%,11.6,232,-,-,-,-,-,-,-,-,-,-,-
1207,TLamp,DE,13,7.7%,1.6,2.5,4.2,4.1,8.4,386,64.9%,30.4,635,1.18,0.43,0.3,0.14,28,1,-95,15.4%,23.1%,0,2
1208,TaNa,KR,31,32.3%,2.9,3.4,3.0,5.3,8.3,401,64.7%,26.8,626,0.97,0.42,0.14,0.17,213,9,23,22.6%,16.1%,0,12
1209,Taara,BR,13,0%,1.3,1.7,3.0,2.2,8.3,366,53%,27.3,556,1.13,0.52,0.19,0.14,-333,10,-40,15.4%,7.7%,0,-
1210,Taco,TW,42,54.8%,2.7,3.3,2.8,4.4,8.2,408,49.1%,20.4,588,0.97,0.36,0.18,0.18,35,3,102,9.5%,9.5%,0,14
1211,Tactical,US,14,28.6%,4.0,3.8,2.0,4.2,8.5,400,75.7%,26.9,577,1.27,0.48,0.35,0.16,-238,-13,-99,14.3%,7.1%,0,2
1212,Taegyeong,KR,32,68.8%,3.0,2.8,2.6,5.0,8.0,396,49.8%,22.7,576,0.9,0.31,0.16,0.16,80,3,156,9.4%,9.4%,1,18
1213,Taeyoon,KR,43,41.9%,2.6,3.8,3.1,4.2,8.9,421,60.7%,28.6,715,1.7,0.63,0.51,0.15,284,17,318,23.3%,11.6%,0,4
1214,TakeSet,DK,19,47.4%,4.1,5.5,2.6,5.1,9.2,445,75.3%,27.3,586,1.3,0.42,0.33,0.11,355,13,419,47.4%,5.3%,0,5
1215,Taki,VN,37,70.3%,4.2,1.8,2.6,9.4,2.7,311,70.1%,13.9,353,3.07,1.66,0.48,0.41,184,-2,171,35.1%,13.5%,0,4
1216,TamoZ,FR,14,50%,2.5,2.8,3.1,5.1,8.1,398,52.2%,26.3,710,0.94,0.3,0.13,0.07,341,9,22,7.1%,7.1%,0,9
1217,Tangyuan,CN,43,37.2%,4.0,2.5,2.0,5.6,8.7,389,67.6%,25.5,529,-,-,-,-,-,-,-,-,-,-,-
1218,Targamas,BE,18,22.2%,2.3,0.5,3.6,7.7,1.5,246,74%,8.0,171,3.79,2.03,0.52,0.46,-194,-2,-298,38.9%,11.1%,0,-
1219,Tasteless,RS,21,66.7%,3.4,0.5,3.2,10.4,0.9,246,76.1%,6.4,141,2.82,1.39,0.28,0.31,-108,-4,134,38.1%,4.8%,0,2
1220,Tatu,BR,19,73.7%,5.0,2.3,2.6,10.6,5.3,340,75.2%,13.1,331,1.49,0.42,0.33,0.37,89,2,83,47.4%,5.3%,0,5
1221,Tay,BR,18,16.7%,1.8,2.3,3.1,3.3,7.6,360,40.7%,18.4,405,1.06,0.37,0.22,0.19,-379,-9,-264,0%,22.2%,0,2
1222,Tazaku,DE,18,50%,3.7,4.7,3.1,6.7,9.0,439,74.2%,28.5,677,1.17,0.47,0.26,0.11,-556,-10,-226,38.9%,5.6%,0,3
1223,Tchokez,BE,2,0%,1.2,0.0,4.5,5.5,1.0,209,46.1%,4.9,91,2.51,1.4,0.2,0.18,-1008,-52,-415,50%,0%,0,-
1224,Techoteco,DE,23,56.5%,3.4,4.1,3.4,7.4,6.9,396,67%,17.9,418,0.96,0.16,0.23,0.09,387,13,546,30.4%,21.7%,0,3
1225,Teddy,KR,43,25.6%,2.7,2.9,2.3,3.3,8.9,403,71.7%,32.2,685,1.53,0.6,0.41,0.12,-32,2,-106,20.9%,9.3%,0,4
1226,Telas,BR,16,81.3%,4.7,0.4,2.8,12.6,1.7,269,75.4%,8.7,212,3.34,1.79,0.37,0.37,5,-1,-10,25%,12.5%,0,-
1227,Tempester,KR,2,0%,1.6,2.0,4.0,4.5,8.0,355,66.1%,24.9,470,0.71,0.44,0.18,0.21,-484,-6,-401,0%,100%,0,-
1228,Tempt,KR,23,69.6%,5.8,3.9,1.9,7.2,9.3,428,63.4%,27.3,663,1.13,0.44,0.18,0.2,301,11,467,34.8%,0%,0,7
1229,Tenacity,CA,32,46.9%,3.0,3.8,2.7,4.2,8.9,423,56.9%,23.0,567,0.85,0.32,0.13,0.11,126,5,-22,9.4%,0%,0,14
1230,Terror 99,BG,14,42.9%,3.3,3.4,3.1,6.8,7.4,378,65.4%,22.0,515,0.89,0.35,0.13,0.13,-205,-10,-89,28.6%,7.1%,0,2
1231,Th3Antonio,ES,32,56.3%,3.8,2.8,2.5,6.9,7.6,376,59.2%,22.0,540,0.92,0.42,0.12,0.12,-284,-10,-206,12.5%,6.3%,0,4
1232,Thallnoss,TR,13,0%,0.8,1.5,5.1,2.5,4.8,296,49.6%,15.1,304,1.32,0.54,0.22,0.12,-635,-8,-429,7.7%,30.8%,0,1
